kind,path,id,seriesTitle,level,subject,topic,difficulty,exerciseCount,repeatTotal,lengthFlag,types,generators,classes
exercice,fr/exercices/cm1/maths/donnees/donnees-01,cm1do001,Construire un diagramme en barres,CM1,maths,donnees,moyen,3,3,,bar-chart,,D1.1.1
exercice,fr/exercices/cm1/maths/donnees/donnees-02,cm1do002,Lire un diagramme en barres,CM1,maths,donnees,moyen,3,3,,bar-chart,,D1.1.1
application,fr/applications/cm1/maths/fractions/egalites-fractions,f3a1d8c6,Égalités de fractions décimales,CM1,maths,fractions,facile,1,10,,tile-select,egalitesFractions,S2.1.3
exercice,fr/exercices/cm1/maths/fractions/decomposer-fraction-decimale-01,a12cc67c,Décomposer une fraction décimale,CM1,maths,fractions,facile,10,10,,number-check,,S2.1.3
exercice,fr/exercices/cm1/maths/fractions/repr-fraction-decimale-01,c4ac9532,Représentation fraction decimale,CM1,maths,fractions,facile,5,5,,fraction-check,,S2.1.3
application,fr/applications/cm1/maths/fractions/decompo-fraction-centieme,14aa6715,Décomposer une fraction centième,CM1,maths,fractions,moyen,2,16,too-long,checkbox,decompoFraction,S2.1.3
application,fr/applications/cm1/maths/fractions/fractions-egales,a7b3c2e1,Fractions égales — trouve les égaux,CM1,maths,fractions,moyen,1,12,,tile-select,fractionsEgales5,S2.1.3
application,fr/applications/cm1/maths/fractions/plus-grand-fraction,c3f2a7b1,Comparer des fractions,CM1,maths,fractions,moyen,1,12,,tile-select,plusGrandeFraction,S2.1.3
application,fr/applications/cm1/maths/fractions/recomposer-fractions,e2c7a4f9,Recomposer des fractions décimales,CM1,maths,fractions,moyen,1,10,,fraction-check,recomposerFractions,S2.1.3
exercice,fr/exercices/cm1/maths/fractions/lire-fraction-decimale-regle,29baa121,Lire une fraction sur une règle,CM1,maths,fractions,moyen,10,10,,fraction-check,,S2.1.3
exercice,fr/exercices/cm1/maths/fractions/trier-fractions-01,d9d4b21a,Ranger des fractions dans l'ordre,CM1,maths,fractions,moyen,5,5,,drag-sort,,S2.1.3
exercice,fr/exercices/cm1/maths/fractions/trier-fractions-visuel-01,28f58101,Ranger des fractions,CM1,maths,fractions,moyen,5,5,,drag-sort,,S2.1.3
exercice,fr/exercices/cm1/maths/geometrie/quadrillage-lire-01,cm1ql001,Lire les coordonnées d'un point (1),CM1,maths,geometrie,facile,5,5,,coordinate-grid,,S1.1.1
exercice,fr/exercices/cm1/maths/geometrie/quadrillage-placer-01,cm1qp001,Placer un point sur le quadrillage,CM1,maths,geometrie,facile,5,5,,coordinate-grid,,S1.1.1
exercice,fr/exercices/cm1/maths/geometrie/symetrie-axe-01,e8f38b61,Axe de symétrie — Facile,CM1,maths,geometrie,facile,5,5,,tile-select,,S1.1.1
application,fr/applications/cm1/maths/geometrie/perimetre-formes,b9d4e731,Périmètres de figures géométriques,CM1,maths,geometrie,moyen,1,10,,number-check,perimetreFormes,S1.1.1
exercice,fr/exercices/cm1/maths/geometrie/axes-symetrie-01,f4f3b235,Axes de symétrie,CM1,maths,geometrie,moyen,8,8,,tile-select,,S1.1.1
exercice,fr/exercices/cm1/maths/geometrie/paralleles-perpendiculaires-01,69de6300,Parallèles et perpendiculaires,CM1,maths,geometrie,moyen,4,4,,checkbox,,S1.1.1
exercice,fr/exercices/cm1/maths/geometrie/quadrilateres-01,1df3f578,Les quadrilatères,CM1,maths,geometrie,moyen,3,3,,matching | true-false | mcq,,S1.1.1 | S3.2.3
exercice,fr/exercices/cm1/maths/geometrie/solides-01,4b138952,Les solides,CM1,maths,geometrie,moyen,3,3,,matching | true-false | mcq,,S1.1.1 | S3.2.3
exercice,fr/exercices/cm1/maths/geometrie/symetrie-01,97bc34ac,La symétrie,CM1,maths,geometrie,moyen,2,2,,true-false | matching,,S1.1.1 | S3.2.3
exercice,fr/exercices/cm1/maths/geometrie/symetrie-axe-02,b0622bd1,Axe de symétrie — Moyen,CM1,maths,geometrie,moyen,5,5,,tile-select,,S1.1.1
exercice,fr/exercices/cm1/maths/geometrie/vrai-faux-01,9a877877,Vrai ou faux ? Géométrie CM1,CM1,maths,geometrie,moyen,3,3,,true-false,,S3.2.3
exercice,fr/exercices/cm1/maths/geometrie/symetrie-axe-03,c337bf90,Axe de symétrie — Difficile,CM1,maths,geometrie,difficile,5,5,,tile-select,,S1.1.1
exercice,fr/exercices/cm1/maths/grandeurs/calendrier-01,cal001cm1,Lire un calendrier,CM1,maths,grandeurs,difficile,3,3,,multi-question,,I1.1.1
exercice,fr/exercices/cm1/maths/logique/instruments-01,9fb8ad50,Grilles logiques,CM1,maths,logique,facile,3,3,,logic-grid,,S3.2.2
exercice,fr/exercices/cm1/maths/logique/sports-01,11293797,Grilles logiques — Sports,CM1,maths,logique,facile,3,3,,logic-grid,,S3.2.2
application,fr/applications/cm1/maths/logique,5adc6fde,Énigmes symboliques,CM1,maths,logique,moyen,1,10,,mcq,enigmeSymboles,S3.2.2
exercice,fr/exercices/cm1/maths/logique/enigmes-symboles-01,46e5d05d,Énigmes symboliques,CM1,maths,logique,moyen,5,5,,mcq,,S3.2.2
exercice,fr/exercices/cm1/maths/logique/loisirs-01,8467976e,Grilles logiques — Loisirs du week-end,CM1,maths,logique,moyen,4,4,,logic-grid,,S3.2.2
exercice,fr/exercices/cm1/maths/logique/sports-02,050be5a1,Grilles logiques — Sports (niveau 2),CM1,maths,logique,moyen,4,4,,logic-grid,,S3.2.2
exercice,fr/exercices/cm1/maths/mesures/distances-01,a02be157,Conversions de distances,CM1,maths,mesures,facile,5,5,,convert,,S1.1.1
exercice,fr/exercices/cm1/maths/mesures/durees-01,a4d8f92c,Équivalences de durées,CM1,maths,mesures,facile,3,3,,matching,,I1.1.1
exercice,fr/exercices/cm1/maths/mesures/masses-02,72fa8a84,Conversions de masses,CM1,maths,mesures,facile,5,5,,convert,,S1.1.1
exercice,fr/exercices/cm1/maths/mesures/volumes-01,12686401,Conversions de volumes,CM1,maths,mesures,facile,5,5,,convert,,S1.1.1
exercice,fr/exercices/cm1/maths/mesures/aires-01,f6f9d225,Les aires,CM1,maths,mesures,moyen,4,4,,true-false | number-check | mcq,,S1.1.1 | S2.1.3 | S3.2.3
exercice,fr/exercices/cm1/maths/mesures/conversions-01,83ddcca3,Conversions de mesures,CM1,maths,mesures,moyen,2,2,,convert,,S1.1.1 | S2.1.3
exercice,fr/exercices/cm1/maths/mesures/distances-02,2288f5b8,Conversions de distances (décimaux),CM1,maths,mesures,moyen,5,5,,convert,,S1.1.1
exercice,fr/exercices/cm1/maths/mesures/durees-02,c2b7e315,Durées équivalentes,CM1,maths,mesures,moyen,5,5,,tile-select,,I1.1.1
exercice,fr/exercices/cm1/maths/mesures/masses-01,9d3d985e,Mesures de masses,CM1,maths,mesures,moyen,3,3,,convert,,S1.1.1
exercice,fr/exercices/cm1/maths/mesures/masses-03,d43e9d19,Conversions de masses (décimaux),CM1,maths,mesures,moyen,5,5,,convert,,S1.1.1
exercice,fr/exercices/cm1/maths/mesures/perimetre-01,59b7a3ff,Le périmètre d'un polygone,CM1,maths,mesures,moyen,5,5,,mcq | number-check | true-false,,S1.1.1 | S3.2.3
exercice,fr/exercices/cm1/maths/mesures/tableaux-mesures-01,43ad49f5,Tableaux de conversions,CM1,maths,mesures,moyen,3,3,,fill-table,,S1.1.1
exercice,fr/exercices/cm1/maths/mesures/volumes-02,500db905,Conversions de volumes (décimaux),CM1,maths,mesures,moyen,5,5,,convert,,S1.1.1
application,fr/applications/cm1/maths/mesures,2a0791f6,Lire l'heure — toutes les minutes,CM1,maths,mesures,difficile,1,10,,clock,lireHeure,I1.1.1
exercice,fr/exercices/cm1/maths/mesures/durees-03,e7f3a891,Comparer les durées,CM1,maths,mesures,difficile,3,3,,compare,,I1.1.1
exercice,fr/exercices/cm1/maths/nombres/fractions-01,64533d30,Découvrir les fractions,CM1,maths,nombres,facile,4,4,,fraction,,S2.1.3
exercice,fr/exercices/cm1/maths/nombres/fractions-02,0c332239,Fractions et formes,CM1,maths,nombres,facile,5,5,,fraction,,S1.1.2 | S2.1.3
exercice,fr/exercices/cm1/maths/nombres/operations-fractions-01,f7a8b9c0,Additionner et soustraire des fractions,CM1,maths,nombres,facile,5,5,,fraction-check,,S2.1.3
exercice,fr/exercices/cm1/maths/nombres/trier-fractions,6743adb1,Trier des fractions,CM1,maths,nombres,facile,3,18,too-long,sort,trierFractions,S2.1.3
exercice,fr/exercices/cm1/maths/nombres/decimaux-01,41c8b2e2,Comprendre les décimaux,CM1,maths,nombres,moyen,3,3,,true-false | mcq | number-check,,S1.1.1 | S2.1.2
exercice,fr/exercices/cm1/maths/nombres/decimaux-02,d4e1f8a3,Tableau de numération — décimaux,CM1,maths,nombres,moyen,2,2,,fill-table,,S1.1.1
exercice,fr/exercices/cm1/maths/nombres/doubles-triples-01,9bd26335,"Doubles, moitiés, triples et plus",CM1,maths,nombres,moyen,5,5,,select,,S1.1.2
exercice,fr/exercices/cm1/maths/nombres/fractions-03,74458f89,Fractions : comparer et reconnaître,CM1,maths,nombres,moyen,5,5,,mcq,,S2.1.3
exercice,fr/exercices/cm1/maths/nombres/proportionnalite-01,2aafa140,Tableaux de proportionnalité,CM1,maths,nombres,moyen,3,3,,fill-table,,S1.1.1
exercice,fr/exercices/cm1/maths/nombres/fractions-04,6292f09a,Fractions : calculs et problèmes,CM1,maths,nombres,difficile,5,5,,problem,,M1.2
exercice,fr/exercices/cm1/maths/nombres/fractions-equiv-01,d9851e0c,Fractions équivalentes,CM1,maths,nombres,difficile,3,3,,true-false | mcq,,S2.1.3
application,fr/applications/cm1/maths/numeration/blocs-valeur-position-01,c4f2a801,Valeur de position — centaines,CM1,maths,numeration,facile,1,8,,click-blocks,blocsValeurPosition,S2.1.2
application,fr/applications/cm1/maths/numeration/multiples-facile,c122ce8b,"Multiples de 2, 3 et 10",CM1,maths,numeration,facile,3,30,too-long,checkbox,multiplesOf,S1.1.1
application,fr/applications/cm1/maths/numeration/position-chiffre-01,a3e7c501,Position d'un chiffre,CM1,maths,numeration,facile,2,16,too-long,mcq,positionChiffre,S2.1.2
exercice,fr/exercices/cm1/maths/numeration/calcul-mental-grands-01,4.81e+29,Calcul mental — grands nombres,CM1,maths,numeration,facile,1,8,,number-check,calcMentalGrands,S1.1.1
exercice,fr/exercices/cm1/maths/numeration/tableau-numeration-01,ead5bb7c,Tableau de numération,CM1,maths,numeration,facile,3,3,,fill-table,,S1.1.1
application,fr/applications/cm1/maths/numeration/arrondir-millier,83e8ee29,Arrondir au millier,CM1,maths,numeration,moyen,1,10,,number-check,arrondirNombre,S1.1.1
application,fr/applications/cm1/maths/numeration/comparer-grands-nombres,8e69df7a,Comparer de grands nombres,CM1,maths,numeration,moyen,1,10,,compare,comparerNombres,S3.1.1
application,fr/applications/cm1/maths/numeration/lire-boulier,4700f520,Lire un boulier — jusqu'au million,CM1,maths,numeration,moyen,3,18,too-long,number-check,lireAbacus,S2.1.2
application,fr/applications/cm1/maths/numeration/multiples-moyen,57aead3c,"Multiples de 2 à 9, 10 et 100",CM1,maths,numeration,moyen,4,40,too-long,checkbox,multiplesOf,S1.1.1
application,fr/applications/cm1/maths/numeration/place-valeur-01,ea8d26cf,Valeur des chiffres jusqu'au million,CM1,maths,numeration,moyen,1,15,too-long,number-check,chiffrePlaceValeur,S1.1.1
application,fr/applications/cm1/maths/numeration/suites-cm1,07fae9b0,Suites arithmétiques,CM1,maths,numeration,moyen,1,10,,sequence,compterDeNCE1,S3.2.1
application,fr/applications/cm1/maths/numeration/tableau-grands-nombres,16f31c46,Tableau de numération,CM1,maths,numeration,moyen,2,13,too-long,fill-table,decompoTableau,S1.1.1
exercice,fr/exercices/cm1/maths/numeration/calcul-mental-grands-02,10e69cd2,Calcul mental — grands nombres,CM1,maths,numeration,moyen,1,8,,number-check,calcMentalGrands,S1.1.1
exercice,fr/exercices/cm1/maths/numeration/comparer-01,43080a40,Comparer des nombres,CM1,maths,numeration,moyen,3,3,,compare,,S3.1.1
exercice,fr/exercices/cm1/maths/numeration/droite-graduee-01,cm1dg001,Droite graduée — décimaux : lire (1),CM1,maths,numeration,moyen,5,5,,number-line,,S1.1.1
exercice,fr/exercices/cm1/maths/numeration/droite-graduee-02,cm1dg002,Placer des décimaux,CM1,maths,numeration,moyen,5,5,,number-line,,S1.1.1
exercice,fr/exercices/cm1/maths/numeration/grands-nombres-01,b19c9737,Les grands nombres,CM1,maths,numeration,moyen,3,3,,multi-question | mcq,,S1.1.1 | S2.1.4
exercice,fr/exercices/cm1/maths/numeration/lire-nombres-100,6e5931a7,Lire des nombres 1 à 100,CM1,maths,numeration,moyen,10,10,,number-check,,S1.1.1
exercice,fr/exercices/cm1/maths/numeration/lire-nombres-10000,e8b18364,Lire des nombres jusqu'à 10 000,CM1,maths,numeration,moyen,10,10,,number-check,,S1.1.1
exercice,fr/exercices/cm1/maths/numeration/multiples-01,9a9b5a3c,Multiples et diviseurs,CM1,maths,numeration,moyen,3,3,,true-false | mcq,,S1.1.1 | S3.2.3
exercice,fr/exercices/cm1/maths/numeration/nombre-romains-series-01,5a78518a,Serie nombre romains,CM1,maths,numeration,moyen,3,3,,sequence,,S3.2.1
application,fr/applications/cm1/maths/numeration/multiples-difficile,9a6b9b36,Multiples de 20 à 90 et de 200 à 900,CM1,maths,numeration,difficile,2,20,too-long,checkbox,multiplesOf,S1.1.1
exercice,fr/exercices/cm1/maths/numeration/calcul-mental-grands-03,c545854b,Calcul mental — grands nombres,CM1,maths,numeration,difficile,1,8,,number-check,calcMentalGrands,S1.1.1
exercice,fr/exercices/cm1/maths/numeration/encadrement-01,02029bbf,Encadrement au millier,CM1,maths,numeration,difficile,3,3,,bounding,,S1.1.1
exercice,fr/exercices/cm1/maths/numeration/lire-nombres-100M,abbae970,Lire des très grands nombres,CM1,maths,numeration,difficile,10,10,,number-check,,S1.1.1
application,fr/applications/cm1/maths/operations/multiplication-trou-facile,5468954f,Multiplications à trou (Facile),CM1,maths,operations,facile,1,10,,number-check,multiplicationTrou,S1.1.1
application,fr/applications/cm1/maths/operations/table-10,3985c627,Table de 10,CM1,maths,operations,facile,1,10,,number-check,multiplicationSimple,S1.1.1
application,fr/applications/cm1/maths/operations/table-11,701f2f8b,Table de 11,CM1,maths,operations,facile,1,10,,number-check,multiplicationSimple,S1.1.1
application,fr/applications/cm1/maths/operations/table-12,8a422854,Table de 12,CM1,maths,operations,facile,1,10,,number-check,multiplicationSimple,S1.1.1
application,fr/applications/cm1/maths/operations/table-13,a43b15fe,Table de 13,CM1,maths,operations,facile,1,10,,number-check,multiplicationSimple,S1.1.1
exercice,fr/exercices/cm1/maths/operations/div-puissances-10-01,032a88d2,"Diviser par 10, 100, 1 000 (entiers)",CM1,maths,operations,facile,1,10,,number-check,divDecimales,S1.1.1
exercice,fr/exercices/cm1/maths/operations/divisions-02,d4e8b127,Division en groupes,CM1,maths,operations,facile,8,8,,number-check,,S1.1.1
exercice,fr/exercices/cm1/maths/operations/divisions-03,c9f2a748,Multiplication et division — le lien,CM1,maths,operations,facile,8,8,,number-check,,S1.1.1
exercice,fr/exercices/cm1/maths/operations/estimer-addition-01,2509a055,Estimer une addition,CM1,maths,operations,facile,5,5,,mcq,,S1.1.1
exercice,fr/exercices/cm1/maths/operations/estimer-multiplication-01,00ad3f63,Estimer une multiplication,CM1,maths,operations,facile,5,5,,mcq,,S1.1.1
exercice,fr/exercices/cm1/maths/operations/mult-div-trou-01,df163081,× ÷ puissances de 10 — trouver,CM1,maths,operations,facile,1,10,,number-check,multDivTrou,S1.1.1
exercice,fr/exercices/cm1/maths/operations/mult-puissances-10-01,d1e2f3a4,Multiplier par 10 à 1 000 (entiers),CM1,maths,operations,facile,1,10,,number-check,multDecimales,S1.1.1
exercice,fr/exercices/cm1/maths/operations/proportion-01,a0b1c2d3,Tableaux de proportionnalité (ent.),CM1,maths,operations,facile,1,6,,fill-table,tableauProportion,S1.1.1
application,fr/applications/cm1/maths/operations/addition-trou,aa335a76,Additions à trou,CM1,maths,operations,moyen,1,10,,number-check,additionTrou,S1.1.1
application,fr/applications/cm1/maths/operations/division-simple,2d6f83a1,Division simple,CM1,maths,operations,moyen,1,10,,number-check,divisionSimple,S1.1.1
application,fr/applications/cm1/maths/operations/division-trou,82598d93,Divisions à trou,CM1,maths,operations,moyen,1,10,,number-check,divisionTrou,S1.1.1
application,fr/applications/cm1/maths/operations/familles-faits,a7b8c9d0,Familles de faits — multiplications et divisions,CM1,maths,operations,moyen,2,12,,checkbox,famillesFaits,S2.2.1
application,fr/applications/cm1/maths/operations/multiplication-tables,c9d8e7f6,Tables de multiplication,CM1,maths,operations,moyen,1,15,too-long,number-check,multiplicationSimple,S1.1.1
application,fr/applications/cm1/maths/operations/multiplication-trou-moyen,fed490a9,Multiplications à trou (Moyen),CM1,maths,operations,moyen,1,12,,number-check,multiplicationTrou,S1.1.1
application,fr/applications/cm1/maths/operations/soustraction-trou,b2915b4c,Soustractions à trou,CM1,maths,operations,moyen,1,10,,number-check,soustractionTrou,S1.1.1
application,fr/applications/cm1/maths/operations/vrai-faux-ops,d4e5f6a7,Vrai ou faux ? — quatre opérations,CM1,maths,operations,moyen,2,10,,true-false,vraiFauxOps,S3.2.3
exercice,fr/exercices/cm1/maths/operations/calcul-reflechi-01,p1q2r3s4,Calcul réfléchi (1),CM1,maths,operations,moyen,5,5,,multi-question,,S1.1.3
exercice,fr/exercices/cm1/maths/operations/div-puissances-10-02,c4bdc16d,Diviser par 10 100 1 000 (décimaux),CM1,maths,operations,moyen,1,10,,number-check,divDecimales,S1.1.1
exercice,fr/exercices/cm1/maths/operations/divisions-01,5ad63c21,Divisions simples,CM1,maths,operations,moyen,4,4,,number-check,,S1.1.1
exercice,fr/exercices/cm1/maths/operations/equivalences-01,2bf5c4fd,Multiplications équivalentes,CM1,maths,operations,moyen,4,4,,matching,,S1.1.1
exercice,fr/exercices/cm1/maths/operations/estimer-addition-02,e3499122,Estimer une addition,CM1,maths,operations,moyen,5,5,,mcq,,S1.1.1
exercice,fr/exercices/cm1/maths/operations/estimer-multiplication-02,e2ad7923,Estimer une multiplication,CM1,maths,operations,moyen,5,5,,mcq,,S1.1.1
exercice,fr/exercices/cm1/maths/operations/mult-div-trou-02,e8f9a0b1,× ÷ puissances de 10 — décimaux,CM1,maths,operations,moyen,1,10,,number-check,multDivTrou,S1.1.1
exercice,fr/exercices/cm1/maths/operations/mult-puissances-10-02,467bfa52,Multiplier par 10 à 1 000 (décimaux),CM1,maths,operations,moyen,1,10,,number-check,multDecimales,S1.1.1
exercice,fr/exercices/cm1/maths/operations/multiplications-01,cd2903a9,Multiplications posées,CM1,maths,operations,moyen,3,3,,number-check,,S1.1.1
exercice,fr/exercices/cm1/maths/operations/proportion-02,e274aeb3,Tableaux de proportionnalité (½ent.),CM1,maths,operations,moyen,1,6,,fill-table,tableauProportion,S1.1.1
exercice,fr/exercices/cm1/maths/operations/tableaux-produits-01,6af9b58e,Tableaux de multiplications,CM1,maths,operations,moyen,3,3,,fill-table,,S1.1.1
application,fr/applications/cm1/maths/operations/comparer-expressions,d0e1f2a3,Compare sans calculer — quatre opérations,CM1,maths,operations,difficile,1,8,,compare,compareExpressions,S3.1.1
application,fr/applications/cm1/maths/operations/multiplication-trou-difficile,092eb3e3,Multiplications à trou (Difficile),CM1,maths,operations,difficile,1,12,,number-check,multiplicationTrou,S1.1.1
application,fr/applications/cm1/maths/operations/pyramides,2035cc3f,Pyramides d'additions,CM1,maths,operations,difficile,1,8,,pyramid,pyramideAdditions,S1.2.2
application,fr/applications/cm1/maths/operations/pyramides-compl,3a2f1b9c,Pyramides — complète les cases manquantes,CM1,maths,operations,difficile,1,8,,pyramid,pyramideAdditions,S1.2.2
application,fr/applications/cm1/maths/operations/pyramides-inv,7c4e2d1a,Pyramides — retrouve la base,CM1,maths,operations,difficile,1,8,,pyramid,pyramideAdditions,S1.2.2
application,fr/applications/cm1/maths/operations/triangle-arithmetique,f2a3b4c5,Triangle arithmétique — difficile,CM1,maths,operations,difficile,2,12,,tri-arith,triArith,S1.1.1
exercice,fr/exercices/cm1/maths/operations/div-puissances-10-03,b1a60a68,"Diviser par 10, 100, 1 000, 10 000",CM1,maths,operations,difficile,1,10,,number-check,divDecimales,S1.1.1
exercice,fr/exercices/cm1/maths/operations/division-posee-01,cm1dp001,Division posée par 2 chiffres,CM1,maths,operations,difficile,5,5,,number-check,,S1.2.1
exercice,fr/exercices/cm1/maths/operations/mult-div-trou-03,f9a0b1c2,× ÷ puissances de 10 — toutes formes,CM1,maths,operations,difficile,1,10,,number-check,multDivTrou,S1.1.1
exercice,fr/exercices/cm1/maths/operations/mult-puissances-10-03,01cf2a85,Multiplier par 10 100 1 000 10 000,CM1,maths,operations,difficile,1,10,,number-check,multDecimales,S1.1.1
exercice,fr/exercices/cm1/maths/operations/proportion-03,c2d3e4f5,Tableaux de proportionnalité (déc.),CM1,maths,operations,difficile,1,6,,fill-table,tableauProportion,S1.1.1
exercice,fr/exercices/cm1/maths/operations/pyramides-01,945ef131,Pyramides d'additions CM1,CM1,maths,operations,difficile,4,4,,pyramid,,S1.2.2
exercice,fr/exercices/cm1/maths/problemes/03,e8a47d16,Problèmes variés III,CM1,maths,problemes,facile,8,8,,problem,,A1.1 | A1.2 | A2.1 | A3.1 | M1.1 | M1.3
exercice,fr/exercices/cm1/maths/problemes/02,d64a7ef8,Problèmes variés II,CM1,maths,problemes,moyen,9,9,,problem,,A1.1 | M1.1
exercice,fr/exercices/cm1/maths/problemes/bilan-variations-01,9b2d70e6,Bilan de deux changements,CM1,maths,problemes,moyen,5,5,,problem,,A4.1
exercice,fr/exercices/cm1/maths/problemes/combien-de-fois-01,c43379bd,Combien de fois plus grand ?,CM1,maths,problemes,moyen,5,5,,problem,,M2.2
exercice,fr/exercices/cm1/maths/problemes/combinatoire-01,64985d61,Combien de combinaisons ?,CM1,maths,problemes,moyen,5,5,,problem,,M3.2
exercice,fr/exercices/cm1/maths/problemes/comparaison-referent-01,15730cf9,Trouver le référent,CM1,maths,problemes,moyen,5,5,,problem,,A3.3
exercice,fr/exercices/cm1/maths/problemes/composition-transformations-01,d3e4f5a6,"Deux changements, quel bilan ?",CM1,maths,problemes,moyen,5,5,,problem,,A4.2
exercice,fr/exercices/cm1/maths/problemes/division-groupement-01,dg01cm1x,Combien de groupes ?,CM1,maths,problemes,moyen,5,5,,problem,,M1.3
exercice,fr/exercices/cm1/maths/problemes/modelisation-01,f06ea123,Modéliser avec un tableau,CM1,maths,problemes,moyen,5,5,,multi-question,,S1.1.1
exercice,fr/exercices/cm1/maths/problemes/transformation-etat-initial-01,d5e6f7a8,Quel était le début ?,CM1,maths,problemes,moyen,5,5,,problem,,A2.4
exercice,fr/exercices/cm1/maths/problemes/transformation-inconnue-01,ae893f4e,Que s'est-il passé ?,CM1,maths,problemes,moyen,5,5,,problem,,A2.3
exercice,fr/exercices/cm1/maths/problemes/valeur-unitaire-01,e4d3c2b1,Trouver la valeur à l'unité,CM1,maths,problemes,moyen,5,5,,multi-question,,S1.1.1
exercice,fr/exercices/cm1/maths/problemes/01,36e53c83,Problèmes variés I,CM1,maths,problemes,difficile,4,4,,problem,,M1.1 | M3.1
exercice,fr/exercices/cm1/maths/problemes/bilan-variations-02,bv02cm1x,Bilan de deux changements (2),CM1,maths,problemes,difficile,5,5,,problem,,A4.1
exercice,fr/exercices/cm1/maths/problemes/comparaison-referent-02,c8d9e0f1,Trouver le référent (2),CM1,maths,problemes,difficile,5,5,,problem,,A3.3
exercice,fr/exercices/cm1/maths/problemes/fois-plus-base-01,4f9e1009,Trouver la valeur de départ,CM1,maths,problemes,difficile,5,5,,problem,,M2.3
exercice,fr/exercices/cm1/maths/problemes/fois-plus-base-02,d9e0f1a2,Trouver la valeur de départ (2),CM1,maths,problemes,difficile,5,5,,problem,,M2.3
exercice,fr/exercices/cm1/maths/problemes/transformation-etat-initial-02,k6l7m8n9,Quel était le début ? (2),CM1,maths,problemes,difficile,5,5,,problem,,A2.4
exercice,fr/exercices/cm2/maths/decimaux/decimaux-01,ca8c7c81,Les nombres décimaux,CM2,maths,decimaux,moyen,5,5,,true-false | mcq | sort | multi-question,,S1.1.1 | S3.1.1 | S3.1.2 | S3.2.3
exercice,fr/exercices/cm2/maths/fractions/bases-01,4932b956,Introduction aux fractions,CM2,maths,fractions,moyen,3,3,,problem,,M1.2
exercice,fr/exercices/cm2/maths/fractions/operations-01,18e8ca4a,Opérations sur les fractions,CM2,maths,fractions,moyen,5,5,,mcq | true-false,,S2.1.3
exercice,fr/exercices/cm2/maths/fractions/operations-fractions-01,b5a89d81,Additionner et soustraire — fractions,CM2,maths,fractions,moyen,5,5,,fraction-check,,S2.1.3
exercice,fr/exercices/cm2/maths/fractions/visuel-01,b7c4e039,Représenter des fractions,CM2,maths,fractions,moyen,5,5,,fraction,,S2.1.3
application,fr/applications/cm2/maths/fractions/trier-fractions,cb798ab0,Trier des fractions,CM2,maths,fractions,difficile,1,12,,sort,trierFractions,S2.1.3
application,fr/applications/cm2/maths/geometrie/perimetre,6e13d754,Périmètre de figures,CM2,maths,geometrie,facile,1,12,,number-check,perimetreFormes,S1.1.1
exercice,fr/exercices/cm2/maths/geometrie/aires-01,6a1e87e7,Les aires,CM2,maths,geometrie,moyen,5,5,,number-check | mcq | true-false,,S1.1.1 | S3.2.3
application,fr/applications/cm2/maths/mesures/comparer-longueurs,11d03b87,Comparer des longueurs,CM2,maths,mesures,difficile,1,12,,mcq,comparerLongueurs,S3.1.1
application,fr/applications/cm2/maths/mesures/comparer-volumes,b1dc5d23,Comparer des volumes,CM2,maths,mesures,difficile,1,12,,mcq,comparerVolumes,S3.1.1
exercice,fr/exercices/cm2/maths/numeration/comparer-01,443b8e02,Comparer des grands nombres,CM2,maths,numeration,facile,3,3,,compare,,S3.1.1
application,fr/applications/cm2/maths/numeration/ajouter-decimaux,ea7f22c8,Additions de décimaux,CM2,maths,numeration,moyen,1,12,,number-check,additionDecimaux,S1.1.1
application,fr/applications/cm2/maths/numeration/blocs-valeur-position-01,c7f3e056,Valeur de position — milliers,CM2,maths,numeration,moyen,1,8,,click-blocks,blocsValeurPosition,S2.1.2
application,fr/applications/cm2/maths/numeration/comparer-decimaux,1d49aa6d,Comparer des décimaux,CM2,maths,numeration,moyen,1,12,,compare,comparerDecimaux,S3.1.1
application,fr/applications/cm2/maths/numeration/comparer-grands-nombres,c7bf03f0,Comparer des grands nombres,CM2,maths,numeration,moyen,1,12,,compare,comparerNombresPaires,S3.1.1
application,fr/applications/cm2/maths/numeration/soustraire-decimaux,21cb2ba5,Soustractions de décimaux,CM2,maths,numeration,moyen,1,12,,number-check,soustractionDecimaux,S1.1.1
application,fr/applications/cm2/maths/numeration/trier-decimaux,d941e7c0,Trier des décimaux,CM2,maths,numeration,moyen,1,12,,sort,trierDecimaux,S3.1.2
exercice,fr/exercices/cm2/maths/numeration/chiffres-01,a7812abd,Écris en chiffres,CM2,maths,numeration,moyen,6,6,,number-check,,S2.1.2
exercice,fr/exercices/cm2/maths/numeration/observer-01,08dd32f1,Observe et réponds,CM2,maths,numeration,moyen,3,3,,multi-question,,S1.1.1
exercice,fr/exercices/cm2/maths/numeration/quiz-01,517ccaf0,Quiz numération,CM2,maths,numeration,moyen,6,6,,mcq,,S1.1.1 | S2.1.2 | S2.1.4 | S3.1.1
exercice,fr/exercices/cm2/maths/numeration/recomposer-01,e01e8c83,Recompose les nombres,CM2,maths,numeration,moyen,6,6,,number-check,,S1.1.1
application,fr/applications/cm2/maths/operations/multiplication-tables,5c3e3352,Tables de multiplication,CM2,maths,operations,facile,1,12,,number-check,multiplicationSimple,S1.1.1
